,Name,Status,Shot,Seq,Reel,StartDate,EndDate,Duration
0,Hair and Fur,Not started,SHOT_090,740,REEL_04,,,77.0
1,Compositing,Not started,SHOT_090,740,REEL_04,,,77.0
2,Paint,Not started,SHOT_090,740,REEL_04,,,77.0
3,Rendering,Not started,SHOT_090,740,REEL_04,,,77.0
4,Animation,Ready to Start,SHOT_090,740,REEL_04,,,77.0
5,Lookdev,Not started,SHOT_090,740,REEL_04,,,77.0
6,Assemble,Completed,SHOT_090,740,REEL_04,,,77.0
7,Layout,Completed,SHOT_090,740,REEL_04,,2016-02-24 00:00:00,77.0
8,Cloth,Not started,SHOT_090,740,REEL_04,,,77.0
9,Baking,Not started,SHOT_090,740,REEL_04,,,77.0
10,fx,Not started,SHOT_090,740,REEL_04,,,77.0
11,Hair and Fur,Not started,SHOT_040,740,REEL_04,,,169.0
12,Compositing,Not started,SHOT_040,740,REEL_04,,,169.0
13,Paint,Not started,SHOT_040,740,REEL_04,,,169.0
14,Rendering,Not started,SHOT_040,740,REEL_04,,,169.0
15,Animation,Ready to Start,SHOT_040,740,REEL_04,,,169.0
16,Lookdev,Not started,SHOT_040,740,REEL_04,,,169.0
17,Assemble,Completed,SHOT_040,740,REEL_04,,,169.0
18,Layout,Completed,SHOT_040,740,REEL_04,,2016-02-24 00:00:00,169.0
19,Cloth,Not started,SHOT_040,740,REEL_04,,,169.0
20,Baking,Not started,SHOT_040,740,REEL_04,,,169.0
21,Hair and Fur,Not started,SHOT_085,740,REEL_04,,,73.0
22,Compositing,Not started,SHOT_085,740,REEL_04,,,73.0
23,Paint,Not started,SHOT_085,740,REEL_04,,,73.0
24,Rendering,Not started,SHOT_085,740,REEL_04,,,73.0
25,Animation,Ready to Start,SHOT_085,740,REEL_04,,,73.0
26,Lookdev,Not started,SHOT_085,740,REEL_04,,,73.0
27,Assemble,Completed,SHOT_085,740,REEL_04,,,73.0
28,Layout,Completed,SHOT_085,740,REEL_04,,2016-02-24 00:00:00,73.0
29,Cloth,Not started,SHOT_085,740,REEL_04,,,73.0
30,Baking,Not started,SHOT_085,740,REEL_04,,,73.0
31,fx,Completed,SHOT_115,740,REEL_04,,,185.0
32,Compositing,Not started,SHOT_115,740,REEL_04,,,185.0
33,Paint,Not started,SHOT_115,740,REEL_04,,,185.0
34,Rendering,Not started,SHOT_115,740,REEL_04,,,185.0
35,Animation,Ready to Start,SHOT_115,740,REEL_04,,,185.0
36,Lookdev,Not started,SHOT_115,740,REEL_04,,,185.0
37,Hair and Fur,Not started,SHOT_115,740,REEL_04,,,185.0
38,Layout,Completed,SHOT_115,740,REEL_04,,2016-02-24 00:00:00,185.0
39,Cloth,Not started,SHOT_115,740,REEL_04,,,185.0
40,Baking,Not started,SHOT_115,740,REEL_04,,,185.0
41,Hair and Fur,Not started,SHOT_035,740,REEL_04,,,58.0
42,Compositing,Not started,SHOT_035,740,REEL_04,,,58.0
43,Paint,Not started,SHOT_035,740,REEL_04,,,58.0
44,Rendering,Not started,SHOT_035,740,REEL_04,,,58.0
45,Animation,Ready to Start,SHOT_035,740,REEL_04,,,58.0
46,Lookdev,Not started,SHOT_035,740,REEL_04,,,58.0
47,Assemble,Completed,SHOT_035,740,REEL_04,,,58.0
48,Layout,Completed,SHOT_035,740,REEL_04,,2016-02-24 00:00:00,58.0
49,Cloth,Not started,SHOT_035,740,REEL_04,,,58.0
50,Baking,Not started,SHOT_035,740,REEL_04,,,58.0
51,Hair and Fur,Not started,SHOT_010,740,REEL_04,,,105.0
52,Compositing,Not started,SHOT_010,740,REEL_04,,,105.0
53,Paint,Not started,SHOT_010,740,REEL_04,,,105.0
54,Rendering,Not started,SHOT_010,740,REEL_04,,,105.0
55,Animation,Ready to Start,SHOT_010,740,REEL_04,,,105.0
56,Lookdev,Not started,SHOT_010,740,REEL_04,,,105.0
57,Assemble,Completed,SHOT_010,740,REEL_04,,,105.0
58,Layout,Completed,SHOT_010,740,REEL_04,,2016-02-24 00:00:00,105.0
59,Cloth,Not started,SHOT_010,740,REEL_04,,,105.0
60,Baking,Not started,SHOT_010,740,REEL_04,,,105.0
61,Hair and Fur,Not started,SHOT_050,740,REEL_04,,,131.0
62,Compositing,Not started,SHOT_050,740,REEL_04,,,131.0
63,Paint,Not started,SHOT_050,740,REEL_04,,,131.0
64,Rendering,Not started,SHOT_050,740,REEL_04,,,131.0
65,Animation,Ready to Start,SHOT_050,740,REEL_04,,,131.0
66,Lookdev,Not started,SHOT_050,740,REEL_04,,,131.0
67,Assemble,Completed,SHOT_050,740,REEL_04,,,131.0
68,Layout,Completed,SHOT_050,740,REEL_04,,2016-02-24 00:00:00,131.0
69,Cloth,Not started,SHOT_050,740,REEL_04,,,131.0
70,Baking,Not started,SHOT_050,740,REEL_04,,,131.0
71,fx,Not started,SHOT_110,740,REEL_04,,,391.0
72,Hair and Fur,Not started,SHOT_110,740,REEL_04,,,391.0
73,Compositing,Not started,SHOT_110,740,REEL_04,,,391.0
74,Paint,Not started,SHOT_110,740,REEL_04,,,391.0
75,Rendering,Not started,SHOT_110,740,REEL_04,,,391.0
76,Animation,Ready to Start,SHOT_110,740,REEL_04,,,391.0
77,Lookdev,Not started,SHOT_110,740,REEL_04,,,391.0
78,Assemble,Completed,SHOT_110,740,REEL_04,,,391.0
79,Layout,Completed,SHOT_110,740,REEL_04,,2016-02-24 00:00:00,391.0
80,Cloth,Not started,SHOT_110,740,REEL_04,,,391.0
81,Baking,Not started,SHOT_110,740,REEL_04,,,391.0
82,Hair and Fur,Not started,SHOT_070,740,REEL_04,,,180.0
83,Compositing,Not started,SHOT_070,740,REEL_04,,,180.0
84,Paint,Not started,SHOT_070,740,REEL_04,,,180.0
85,Rendering,Not started,SHOT_070,740,REEL_04,,,180.0
86,Animation,Ready to Start,SHOT_070,740,REEL_04,,,180.0
87,Lookdev,Not started,SHOT_070,740,REEL_04,,,180.0
88,Assemble,Completed,SHOT_070,740,REEL_04,,,180.0
89,Layout,Completed,SHOT_070,740,REEL_04,,2016-02-24 00:00:00,180.0
90,Cloth,Not started,SHOT_070,740,REEL_04,,,180.0
91,Baking,Not started,SHOT_070,740,REEL_04,,,180.0
92,fx,Ready to Start,SHOT_095,740,REEL_04,,,120.0
93,Hair and Fur,Not started,SHOT_095,740,REEL_04,,,120.0
94,Compositing,Not started,SHOT_095,740,REEL_04,,,120.0
95,Paint,Not started,SHOT_095,740,REEL_04,,,120.0
96,Rendering,Not started,SHOT_095,740,REEL_04,,,120.0
97,Lookdev,Not started,SHOT_095,740,REEL_04,,,120.0
98,Assemble,Completed,SHOT_095,740,REEL_04,,,120.0
99,Layout,Completed,SHOT_095,740,REEL_04,,2016-02-24 00:00:00,120.0
100,Cloth,Not started,SHOT_095,740,REEL_04,,,120.0
101,Baking,Not started,SHOT_095,740,REEL_04,,,120.0
102,Hair and Fur,Not started,SHOT_080,740,REEL_04,,,93.0
103,Compositing,Not started,SHOT_080,740,REEL_04,,,93.0
104,Paint,Not started,SHOT_080,740,REEL_04,,,93.0
105,Rendering,Not started,SHOT_080,740,REEL_04,,,93.0
106,Animation,Ready to Start,SHOT_080,740,REEL_04,,,93.0
107,Lookdev,Not started,SHOT_080,740,REEL_04,,,93.0
108,Assemble,Completed,SHOT_080,740,REEL_04,,,93.0
109,Layout,Completed,SHOT_080,740,REEL_04,,2016-02-24 00:00:00,93.0
110,Cloth,Not started,SHOT_080,740,REEL_04,,,93.0
111,Baking,Not started,SHOT_080,740,REEL_04,,,93.0
112,Hair and Fur,Not started,SHOT_020,740,REEL_04,,,79.0
113,Compositing,Not started,SHOT_020,740,REEL_04,,,79.0
114,Paint,Not started,SHOT_020,740,REEL_04,,,79.0
115,Rendering,Not started,SHOT_020,740,REEL_04,,,79.0
116,Animation,Ready to Start,SHOT_020,740,REEL_04,,,79.0
117,Lookdev,Not started,SHOT_020,740,REEL_04,,,79.0
118,Assemble,Completed,SHOT_020,740,REEL_04,,,79.0
119,Layout,Completed,SHOT_020,740,REEL_04,,2016-02-24 00:00:00,79.0
120,Cloth,Not started,SHOT_020,740,REEL_04,,,79.0
121,Baking,Not started,SHOT_020,740,REEL_04,,,79.0
122,Hair and Fur,Not started,SHOT_060,740,REEL_04,,,229.0
123,Compositing,Not started,SHOT_060,740,REEL_04,,,229.0
124,Paint,Not started,SHOT_060,740,REEL_04,,,229.0
125,Rendering,Not started,SHOT_060,740,REEL_04,,,229.0
126,Animation,Ready to Start,SHOT_060,740,REEL_04,,,229.0
127,Lookdev,Not started,SHOT_060,740,REEL_04,,,229.0
128,Assemble,Completed,SHOT_060,740,REEL_04,,,229.0
129,Layout,Completed,SHOT_060,740,REEL_04,,2016-02-24 00:00:00,229.0
130,Cloth,Not started,SHOT_060,740,REEL_04,,,229.0
131,Baking,Not started,SHOT_060,740,REEL_04,,,229.0
132,Compositing,Not started,SHOT_060,710,REEL_04,,,54.0
133,Paint,Not started,SHOT_060,710,REEL_04,,,54.0
134,Rendering,Not started,SHOT_060,710,REEL_04,,,54.0
135,Animation,Ready to Start,SHOT_060,710,REEL_04,,,54.0
136,Lookdev,Not started,SHOT_060,710,REEL_04,,,54.0
137,Hair and Fur,Not started,SHOT_060,710,REEL_04,,,54.0
138,Layout,Completed,SHOT_060,710,REEL_04,2016-02-23 00:00:00,,54.0
139,Cloth,Not started,SHOT_060,710,REEL_04,,,54.0
140,Baking,Not started,SHOT_060,710,REEL_04,,,54.0
141,FTP,Completed,SHOT_060,710,REEL_04,,,54.0
142,Compositing,Not started,SHOT_170,710,REEL_04,,,132.0
143,Paint,Not started,SHOT_170,710,REEL_04,,,132.0
144,Rendering,Not started,SHOT_170,710,REEL_04,,,132.0
145,Animation,Ready to Start,SHOT_170,710,REEL_04,,,132.0
146,Lookdev,Not started,SHOT_170,710,REEL_04,,,132.0
147,Hair and Fur,Not started,SHOT_170,710,REEL_04,,,132.0
148,Layout,Completed,SHOT_170,710,REEL_04,2016-02-23 00:00:00,,132.0
149,Cloth,Not started,SHOT_170,710,REEL_04,,,132.0
150,Baking,Not started,SHOT_170,710,REEL_04,,,132.0
151,FTP,Completed,SHOT_170,710,REEL_04,,,132.0
152,Compositing,Not started,SHOT_140,710,REEL_04,,,233.0
153,Paint,Not started,SHOT_140,710,REEL_04,,,233.0
154,Rendering,Not started,SHOT_140,710,REEL_04,,,233.0
155,Animation,Approved,SHOT_140,710,REEL_04,,,233.0
156,Lookdev,Ready to Start,SHOT_140,710,REEL_04,,,233.0
157,Hair and Fur,Completed,SHOT_140,710,REEL_04,,,233.0
158,Layout,Completed,SHOT_140,710,REEL_04,2016-02-23 00:00:00,,233.0
159,Cloth,Completed,SHOT_140,710,REEL_04,,,233.0
